data,produto,preco_venda,custo,margem,canal,cidade,quantidade
2024-03-30,Rede Tradicional,102,41.45,60.55,Marketplace,Fortaleza-CE,1
2024-03-30,Rede Casal,145,82.66,62.34,Loja Física,Fortaleza-CE,4
2024-03-30,Rede Tradicional,81,57.0,24.0,Marketplace,Fortaleza-CE,4
2024-03-30,Rede Casal,156,83.14,72.86,WhatsApp,Fortaleza-CE,1
2024-03-30,Rede Viagem,105,67.8,37.2,Marketplace,Brejo do Cruz-PB,3
2024-03-31,Rede Luxo,232,119.09,112.91,Marketplace,São Bento-PB,1
2024-03-31,Rede Viagem,109,66.62,42.38,Instagram,São Bento-PB,3
2024-03-31,Rede Infantil,61,43.44,17.56,Marketplace,João Pessoa-PB,2
2024-03-31,Rede Casal,164,77.48,86.52,Marketplace,João Pessoa-PB,2
2024-03-31,Rede Tradicional,98,42.47,55.53,Loja Física,Brejo do Cruz-PB,4
2024-03-31,Rede Viagem,102,54.9,47.1,WhatsApp,Jardim de Piranhas-RN,1
2024-03-31,Rede Luxo,237,126.04,110.96,Marketplace,Brejo do Cruz-PB,1
2024-03-31,Rede Tradicional,81,40.94,40.06,Instagram,Brejo do Cruz-PB,3
2024-03-31,Rede Casal,158,69.69,88.31,WhatsApp,Fortaleza-CE,1
2024-03-31,Rede Luxo,225,137.69,87.31,Instagram,Fortaleza-CE,4
2024-03-31,Rede Casal,160,86.11,73.89,Marketplace,Jardim de Piranhas-RN,3
2024-03-31,Rede Casal,143,83.78,59.22,Loja Física,Jardim de Piranhas-RN,3
2024-03-31,Rede Casal,147,73.32,73.68,Site,São Bento-PB,1
2024-04-01,Rede Luxo,215,121.89,93.11,WhatsApp,Brejo do Cruz-PB,4
2024-04-01,Rede Viagem,116,69.47,46.53,Marketplace,Brejo do Cruz-PB,3
2024-04-01,Rede Infantil,71,34.54,36.46,Site,São Bento-PB,1
2024-04-01,Rede Luxo,214,101.19,112.81,Loja Física,Fortaleza-CE,4
2024-04-01,Rede Tradicional,109,47.69,61.31,Instagram,Brejo do Cruz-PB,4
2024-04-01,Rede Luxo,232,110.34,121.66,Loja Física,João Pessoa-PB,3
2024-04-01,Rede Casal,150,72.57,77.43,WhatsApp,Jardim de Piranhas-RN,1
2024-04-01,Rede Viagem,119,60.48,58.52,WhatsApp,Fortaleza-CE,1
2024-04-01,Rede Casal,161,68.89,92.11,Loja Física,São Bento-PB,3
2024-04-01,Rede Tradicional,80,43.6,36.4,Site,João Pessoa-PB,4
2024-04-01,Rede Tradicional,114,49.83,64.17,Site,Fortaleza-CE,2
2024-04-01,Rede Viagem,102,63.19,38.81,WhatsApp,Jardim de Piranhas-RN,4
2024-04-02,Rede Tradicional,87,49.88,37.12,WhatsApp,Brejo do Cruz-PB,4
2024-04-02,Rede Casal,141,71.31,69.69,Marketplace,São Bento-PB,2
2024-04-02,Rede Infantil,68,32.93,35.07,Marketplace,Jardim de Piranhas-RN,4
2024-04-02,Rede Luxo,241,133.71,107.29,WhatsApp,São Bento-PB,3
2024-04-02,Rede Viagem,121,56.54,64.46,Marketplace,Fortaleza-CE,1
2024-04-02,Rede Casal,136,74.7,61.3,Site,Brejo do Cruz-PB,3
2024-04-02,Rede Luxo,235,129.82,105.18,Site,São Bento-PB,1
2024-04-02,Rede Tradicional,100,57.35,42.65,Loja Física,João Pessoa-PB,1
2024-04-02,Rede Casal,143,77.82,65.18,Instagram,Jardim de Piranhas-RN,3
2024-04-02,Rede Viagem,117,60.29,56.71,Loja Física,Fortaleza-CE,1
2024-04-02,Rede Tradicional,111,49.35,61.65,Loja Física,João Pessoa-PB,3
2024-04-02,Rede Luxo,243,113.7,129.3,WhatsApp,Fortaleza-CE,2
2024-04-02,Rede Viagem,110,56.21,53.79,Marketplace,Jardim de Piranhas-RN,1
2024-04-02,Rede Tradicional,95,52.91,42.09,Instagram,Fortaleza-CE,4
2024-04-02,Rede Infantil,94,37.76,56.24,Marketplace,João Pessoa-PB,4
2024-04-03,Rede Tradicional,85,48.74,36.26,WhatsApp,São Bento-PB,2
2024-04-03,Rede Tradicional,107,52.45,54.55,Instagram,Brejo do Cruz-PB,2
2024-04-03,Rede Tradicional,80,57.52,22.48,Site,Fortaleza-CE,3
2024-04-03,Rede Viagem,125,67.5,57.5,Marketplace,Fortaleza-CE,3
2024-04-03,Rede Luxo,240,111.4,128.6,Loja Física,Brejo do Cruz-PB,4
2024-04-03,Rede Casal,153,89.43,63.57,Instagram,São Bento-PB,3
2024-04-03,Rede Infantil,77,33.28,43.72,Site,Fortaleza-CE,1
2024-04-03,Rede Infantil,94,45.35,48.65,WhatsApp,Fortaleza-CE,2
2024-04-04,Rede Viagem,127,49.59,77.41,Instagram,São Bento-PB,4
2024-04-04,Rede Infantil,89,35.7,53.3,WhatsApp,João Pessoa-PB,1
2024-04-04,Rede Viagem,114,68.86,45.14,Instagram,Fortaleza-CE,4
2024-04-04,Rede Casal,149,65.87,83.13,WhatsApp,Fortaleza-CE,2
2024-04-04,Rede Luxo,235,122.45,112.55,WhatsApp,Fortaleza-CE,3
2024-04-04,Rede Viagem,110,66.73,43.27,Marketplace,Fortaleza-CE,3
2024-04-04,Rede Tradicional,114,43.65,70.35,WhatsApp,Brejo do Cruz-PB,3
2024-04-04,Rede Viagem,113,60.62,52.38,Instagram,São Bento-PB,1
2024-04-04,Rede Casal,144,66.81,77.19,Site,Brejo do Cruz-PB,4
2024-04-04,Rede Infantil,91,34.99,56.01,Site,Jardim de Piranhas-RN,4
2024-04-05,Rede Tradicional,114,41.51,72.49,Marketplace,Fortaleza-CE,1
2024-04-05,Rede Luxo,226,135.8,90.2,Marketplace,João Pessoa-PB,4
2024-04-05,Rede Infantil,71,34.27,36.73,Marketplace,Jardim de Piranhas-RN,1
2024-04-05,Rede Infantil,73,31.81,41.19,Loja Física,João Pessoa-PB,4
2024-04-05,Rede Luxo,227,103.07,123.93,Marketplace,João Pessoa-PB,2
2024-04-05,Rede Tradicional,97,55.66,41.34,Loja Física,João Pessoa-PB,4
2024-04-05,Rede Infantil,66,37.14,28.86,Marketplace,João Pessoa-PB,2
2024-04-05,Rede Casal,164,84.48,79.52,Marketplace,Brejo do Cruz-PB,3
2024-04-05,Rede Casal,143,74.26,68.74,Marketplace,Jardim de Piranhas-RN,1
2024-04-05,Rede Infantil,86,44.54,41.46,Loja Física,São Bento-PB,2
2024-04-05,Rede Casal,163,73.13,89.87,WhatsApp,Brejo do Cruz-PB,3
2024-04-05,Rede Viagem,103,51.05,51.95,WhatsApp,São Bento-PB,3
2024-04-05,Rede Infantil,64,39.26,24.74,Marketplace,Fortaleza-CE,4
2024-04-05,Rede Luxo,220,117.46,102.54,Site,Fortaleza-CE,2
2024-04-05,Rede Luxo,218,132.3,85.7,Marketplace,São Bento-PB,4
2024-04-05,Rede Viagem,124,65.34,58.66,WhatsApp,São Bento-PB,3
2024-04-05,Rede Luxo,219,116.61,102.39,Instagram,João Pessoa-PB,3
2024-04-05,Rede Infantil,80,40.92,39.08,Loja Física,Fortaleza-CE,3
2024-04-05,Rede Luxo,227,136.07,90.93,Marketplace,Brejo do Cruz-PB,2
2024-04-06,Rede Luxo,238,140.4,97.6,Marketplace,São Bento-PB,3
2024-04-06,Rede Casal,158,78.38,79.62,Marketplace,Brejo do Cruz-PB,3
2024-04-06,Rede Viagem,132,68.06,63.94,WhatsApp,Jardim de Piranhas-RN,3
2024-04-06,Rede Luxo,210,130.4,79.6,Loja Física,Jardim de Piranhas-RN,1
2024-04-06,Rede Tradicional,113,45.95,67.05,Instagram,Fortaleza-CE,3
2024-04-06,Rede Viagem,119,64.86,54.14,Instagram,Brejo do Cruz-PB,2
2024-04-06,Rede Casal,151,84.92,66.08,Instagram,João Pessoa-PB,1
2024-04-06,Rede Viagem,126,49.8,76.2,Marketplace,Brejo do Cruz-PB,3
2024-04-06,Rede Tradicional,112,49.94,62.06,WhatsApp,Jardim de Piranhas-RN,1
2024-04-06,Rede Tradicional,108,50.62,57.38,Marketplace,Jardim de Piranhas-RN,1
2024-04-06,Rede Casal,135,80.31,54.69,Loja Física,Jardim de Piranhas-RN,1
2024-04-06,Rede Infantil,67,34.21,32.79,Loja Física,São Bento-PB,3
2024-04-06,Rede Luxo,221,137.35,83.65,Loja Física,São Bento-PB,1
2024-04-07,Rede Infantil,85,32.82,52.18,Loja Física,Brejo do Cruz-PB,1
2024-04-07,Rede Infantil,94,40.53,53.47,Instagram,Brejo do Cruz-PB,4
2024-04-07,Rede Viagem,110,64.85,45.15,Marketplace,Jardim de Piranhas-RN,4
2024-04-07,Rede Luxo,221,99.45,121.55,Instagram,Fortaleza-CE,2
2024-04-07,Rede Casal,138,75.83,62.17,Site,Jardim de Piranhas-RN,3
2024-04-07,Rede Infantil,84,38.02,45.98,Loja Física,Fortaleza-CE,1
2024-04-07,Rede Viagem,127,67.12,59.88,Loja Física,Brejo do Cruz-PB,2
2024-04-07,Rede Infantil,68,34.2,33.8,Instagram,São Bento-PB,1
2024-04-07,Rede Viagem,130,70.35,59.65,Marketplace,João Pessoa-PB,2
2024-04-07,Rede Viagem,112,61.16,50.84,Loja Física,João Pessoa-PB,3
2024-04-07,Rede Luxo,231,102.88,128.12,Loja Física,Brejo do Cruz-PB,3
2024-04-07,Rede Tradicional,96,58.33,37.67,Instagram,Brejo do Cruz-PB,2
2024-04-07,Rede Viagem,128,62.33,65.67,Loja Física,João Pessoa-PB,4
2024-04-07,Rede Viagem,128,70.2,57.8,Marketplace,Brejo do Cruz-PB,4
2024-04-07,Rede Infantil,76,33.26,42.74,Marketplace,Brejo do Cruz-PB,4
2024-04-07,Rede Tradicional,97,54.85,42.15,Marketplace,Brejo do Cruz-PB,3
2024-04-07,Rede Infantil,94,36.21,57.79,Loja Física,Jardim de Piranhas-RN,2
2024-04-07,Rede Tradicional,111,49.37,61.63,WhatsApp,João Pessoa-PB,2
2024-04-08,Rede Tradicional,91,41.86,49.14,Instagram,Brejo do Cruz-PB,1
2024-04-08,Rede Tradicional,108,50.03,57.97,Instagram,Brejo do Cruz-PB,3
2024-04-08,Rede Viagem,133,70.81,62.19,Loja Física,João Pessoa-PB,2
2024-04-08,Rede Infantil,93,32.19,60.81,Marketplace,São Bento-PB,2
2024-04-08,Rede Tradicional,82,44.65,37.35,WhatsApp,Fortaleza-CE,1
2024-04-08,Rede Infantil,89,44.78,44.22,Marketplace,João Pessoa-PB,4
2024-04-08,Rede Casal,156,64.98,91.02,Instagram,São Bento-PB,4
2024-04-08,Rede Casal,140,81.13,58.87,Instagram,São Bento-PB,2
2024-04-08,Rede Casal,146,66.28,79.72,WhatsApp,Jardim de Piranhas-RN,4
2024-04-08,Rede Luxo,212,120.23,91.77,Instagram,João Pessoa-PB,3
2024-04-08,Rede Casal,141,64.84,76.16,Loja Física,São Bento-PB,4
2024-04-08,Rede Viagem,123,58.55,64.45,Marketplace,São Bento-PB,1
2024-04-08,Rede Tradicional,86,49.04,36.96,Instagram,São Bento-PB,4
2024-04-08,Rede Luxo,213,132.94,80.06,Loja Física,Jardim de Piranhas-RN,3
2024-04-08,Rede Luxo,233,133.45,99.55,WhatsApp,Fortaleza-CE,3
2024-04-09,Rede Viagem,112,65.94,46.06,Loja Física,João Pessoa-PB,2
2024-04-09,Rede Infantil,70,38.1,31.9,Site,Jardim de Piranhas-RN,1
2024-04-09,Rede Tradicional,100,40.95,59.05,Instagram,Jardim de Piranhas-RN,1
2024-04-09,Rede Casal,140,88.93,51.07,Site,Fortaleza-CE,3
2024-04-09,Rede Tradicional,98,52.55,45.45,Site,João Pessoa-PB,3
2024-04-09,Rede Casal,148,80.46,67.54,Loja Física,São Bento-PB,1
2024-04-09,Rede Viagem,127,60.92,66.08,Loja Física,São Bento-PB,1
2024-04-09,Rede Tradicional,85,43.1,41.9,WhatsApp,João Pessoa-PB,1
2024-04-09,Rede Tradicional,92,49.21,42.79,Loja Física,Brejo do Cruz-PB,3
2024-04-09,Rede Casal,143,70.99,72.01,Loja Física,Jardim de Piranhas-RN,4
2024-04-09,Rede Viagem,125,54.78,70.22,Site,São Bento-PB,2
2024-04-09,Rede Viagem,103,57.34,45.66,WhatsApp,Jardim de Piranhas-RN,1
2024-04-09,Rede Viagem,124,65.95,58.05,WhatsApp,São Bento-PB,2
2024-04-09,Rede Infantil,76,32.59,43.41,WhatsApp,Jardim de Piranhas-RN,4
2024-04-09,Rede Luxo,234,128.13,105.87,Marketplace,Brejo do Cruz-PB,2
2024-04-09,Rede Casal,151,74.49,76.51,Instagram,Jardim de Piranhas-RN,1
2024-04-09,Rede Viagem,125,55.0,70.0,Loja Física,João Pessoa-PB,3
2024-04-09,Rede Luxo,239,116.17,122.83,WhatsApp,Brejo do Cruz-PB,4
2024-04-10,Rede Tradicional,100,51.24,48.76,WhatsApp,João Pessoa-PB,1
2024-04-10,Rede Tradicional,113,42.6,70.4,Instagram,Brejo do Cruz-PB,2
2024-04-10,Rede Infantil,83,42.45,40.55,Instagram,Fortaleza-CE,1
2024-04-10,Rede Viagem,105,64.3,40.7,Marketplace,São Bento-PB,4
2024-04-10,Rede Tradicional,94,49.53,44.47,Instagram,Jardim de Piranhas-RN,2
2024-04-10,Rede Luxo,210,135.01,74.99,WhatsApp,Fortaleza-CE,4
2024-04-10,Rede Luxo,221,123.46,97.54,Instagram,Brejo do Cruz-PB,4
2024-04-10,Rede Tradicional,92,49.94,42.06,Marketplace,São Bento-PB,4
2024-04-10,Rede Viagem,109,59.4,49.6,Instagram,João Pessoa-PB,3
2024-04-10,Rede Luxo,220,117.07,102.93,WhatsApp,Brejo do Cruz-PB,2
2024-04-10,Rede Tradicional,86,44.06,41.94,Marketplace,Brejo do Cruz-PB,1
2024-04-10,Rede Casal,149,74.7,74.3,Marketplace,Fortaleza-CE,1
2024-04-10,Rede Luxo,210,124.18,85.82,Loja Física,João Pessoa-PB,2
2024-04-10,Rede Viagem,119,67.01,51.99,Site,Brejo do Cruz-PB,3
2024-04-10,Rede Infantil,81,37.02,43.98,Loja Física,São Bento-PB,4
2024-04-10,Rede Infantil,64,32.08,31.92,WhatsApp,Jardim de Piranhas-RN,4
2024-04-10,Rede Viagem,123,68.74,54.26,Marketplace,São Bento-PB,1
2024-04-10,Rede Luxo,244,112.61,131.39,Site,São Bento-PB,2
2024-04-11,Rede Casal,157,82.09,74.91,Instagram,Brejo do Cruz-PB,2
2024-04-11,Rede Luxo,223,117.27,105.73,Marketplace,Fortaleza-CE,4
2024-04-11,Rede Casal,130,72.95,57.05,Marketplace,Fortaleza-CE,2
2024-04-11,Rede Tradicional,109,40.95,68.05,WhatsApp,João Pessoa-PB,1
2024-04-11,Rede Casal,130,89.04,40.96,Site,João Pessoa-PB,4
2024-04-11,Rede Infantil,63,38.47,24.53,Marketplace,Brejo do Cruz-PB,2
2024-04-11,Rede Luxo,218,105.77,112.23,Site,São Bento-PB,3
2024-04-11,Rede Viagem,118,65.91,52.09,Site,São Bento-PB,4
2024-04-11,Rede Casal,151,72.45,78.55,Site,Jardim de Piranhas-RN,1
2024-04-11,Rede Casal,159,76.27,82.73,WhatsApp,Fortaleza-CE,3
2024-04-11,Rede Tradicional,89,46.7,42.3,WhatsApp,Jardim de Piranhas-RN,4
2024-04-11,Rede Viagem,124,53.41,70.59,Site,João Pessoa-PB,4
2024-04-11,Rede Casal,162,84.4,77.6,Loja Física,Brejo do Cruz-PB,3
2024-04-12,Rede Viagem,109,71.38,37.62,Site,São Bento-PB,4
2024-04-12,Rede Luxo,214,111.65,102.35,Loja Física,Brejo do Cruz-PB,1
2024-04-12,Rede Luxo,215,124.18,90.82,Loja Física,Brejo do Cruz-PB,1
2024-04-12,Rede Tradicional,112,43.38,68.62,Site,Fortaleza-CE,1
2024-04-12,Rede Viagem,113,60.94,52.06,Site,Fortaleza-CE,4
2024-04-12,Rede Viagem,127,67.25,59.75,WhatsApp,João Pessoa-PB,4
2024-04-12,Rede Casal,158,71.76,86.24,Marketplace,Fortaleza-CE,3
2024-04-12,Rede Casal,130,76.49,53.51,Loja Física,Brejo do Cruz-PB,4
2024-04-12,Rede Viagem,119,68.74,50.26,Loja Física,Fortaleza-CE,4
2024-04-12,Rede Tradicional,113,47.89,65.11,Marketplace,Brejo do Cruz-PB,1
2024-04-12,Rede Viagem,100,64.64,35.36,Loja Física,Brejo do Cruz-PB,3
2024-04-12,Rede Viagem,116,61.09,54.91,Site,João Pessoa-PB,4
2024-04-12,Rede Casal,161,76.0,85.0,Instagram,São Bento-PB,3
2024-04-12,Rede Tradicional,89,55.34,33.66,Site,João Pessoa-PB,2
2024-04-12,Rede Viagem,105,50.65,54.35,Loja Física,João Pessoa-PB,4
2024-04-12,Rede Tradicional,81,42.86,38.14,WhatsApp,Brejo do Cruz-PB,2
2024-04-13,Rede Tradicional,82,53.28,28.72,WhatsApp,Fortaleza-CE,2
2024-04-13,Rede Luxo,219,141.49,77.51,Marketplace,Fortaleza-CE,2
2024-04-13,Rede Casal,161,68.98,92.02,WhatsApp,São Bento-PB,1
2024-04-13,Rede Casal,142,73.85,68.15,WhatsApp,Fortaleza-CE,2
2024-04-13,Rede Viagem,118,57.57,60.43,Instagram,João Pessoa-PB,1
2024-04-13,Rede Luxo,229,124.77,104.23,Marketplace,São Bento-PB,2
2024-04-13,Rede Casal,163,65.39,97.61,Loja Física,João Pessoa-PB,3
2024-04-13,Rede Casal,133,77.21,55.79,WhatsApp,Fortaleza-CE,3
2024-04-13,Rede Tradicional,98,54.56,43.44,Loja Física,Jardim de Piranhas-RN,3
2024-04-13,Rede Tradicional,90,51.91,38.09,Marketplace,São Bento-PB,3
2024-04-13,Rede Casal,152,83.02,68.98,Loja Física,Fortaleza-CE,2
2024-04-13,Rede Tradicional,107,45.25,61.75,Loja Física,Jardim de Piranhas-RN,3
2024-04-13,Rede Viagem,131,56.98,74.02,Instagram,São Bento-PB,4
2024-04-13,Rede Casal,161,76.6,84.4,Marketplace,Brejo do Cruz-PB,1
2024-04-13,Rede Tradicional,80,44.21,35.79,WhatsApp,João Pessoa-PB,2
2024-04-13,Rede Casal,140,89.23,50.77,WhatsApp,Jardim de Piranhas-RN,1
2024-04-13,Rede Luxo,211,128.01,82.99,Loja Física,João Pessoa-PB,1
2024-04-14,Rede Infantil,73,38.38,34.62,Marketplace,Fortaleza-CE,2
2024-04-14,Rede Casal,159,76.48,82.52,Site,João Pessoa-PB,4
2024-04-14,Rede Infantil,67,40.51,26.49,Instagram,Brejo do Cruz-PB,3
2024-04-14,Rede Tradicional,96,54.92,41.08,Loja Física,Jardim de Piranhas-RN,4
2024-04-14,Rede Viagem,131,53.91,77.09,Instagram,Jardim de Piranhas-RN,3
2024-04-14,Rede Luxo,217,128.58,88.42,WhatsApp,Brejo do Cruz-PB,4
2024-04-14,Rede Luxo,230,136.42,93.58,WhatsApp,Brejo do Cruz-PB,3
2024-04-14,Rede Viagem,108,57.91,50.09,Loja Física,Jardim de Piranhas-RN,4
2024-04-14,Rede Casal,142,77.32,64.68,Marketplace,João Pessoa-PB,4
2024-04-15,Rede Tradicional,92,41.39,50.61,WhatsApp,Jardim de Piranhas-RN,2
2024-04-15,Rede Casal,151,71.56,79.44,Loja Física,São Bento-PB,2
2024-04-15,Rede Viagem,119,51.09,67.91,Loja Física,São Bento-PB,4
2024-04-15,Rede Viagem,115,66.06,48.94,Instagram,Brejo do Cruz-PB,3
2024-04-15,Rede Viagem,111,69.03,41.97,Instagram,Jardim de Piranhas-RN,1
2024-04-15,Rede Luxo,242,141.63,100.37,WhatsApp,Fortaleza-CE,3
2024-04-15,Rede Infantil,82,43.3,38.7,Loja Física,Jardim de Piranhas-RN,2
2024-04-15,Rede Infantil,70,33.84,36.16,Loja Física,Brejo do Cruz-PB,2
2024-04-15,Rede Tradicional,98,43.99,54.01,WhatsApp,São Bento-PB,4
2024-04-15,Rede Tradicional,88,55.67,32.33,Site,Jardim de Piranhas-RN,1
2024-04-16,Rede Viagem,114,57.17,56.83,Instagram,Brejo do Cruz-PB,2
2024-04-16,Rede Tradicional,97,56.91,40.09,Loja Física,São Bento-PB,3
2024-04-16,Rede Tradicional,106,47.56,58.44,Site,João Pessoa-PB,1
2024-04-16,Rede Viagem,114,61.24,52.76,Site,Brejo do Cruz-PB,2
2024-04-16,Rede Infantil,62,31.72,30.28,Loja Física,Fortaleza-CE,2
2024-04-16,Rede Luxo,230,100.6,129.4,Site,Brejo do Cruz-PB,3
2024-04-16,Rede Luxo,226,123.23,102.77,Loja Física,Fortaleza-CE,3
2024-04-16,Rede Luxo,218,129.82,88.18,Site,João Pessoa-PB,4
2024-04-16,Rede Infantil,92,31.54,60.46,Instagram,São Bento-PB,2
2024-04-16,Rede Infantil,79,40.41,38.59,Site,Brejo do Cruz-PB,3
2024-04-16,Rede Infantil,77,45.46,31.54,Site,Brejo do Cruz-PB,1
2024-04-16,Rede Infantil,80,37.03,42.97,Loja Física,Fortaleza-CE,2
2024-04-16,Rede Tradicional,114,53.63,60.37,Loja Física,São Bento-PB,1
2024-04-16,Rede Tradicional,87,55.43,31.57,Loja Física,João Pessoa-PB,3
2024-04-16,Rede Tradicional,109,42.66,66.34,Loja Física,Fortaleza-CE,2
2024-04-17,Rede Casal,154,89.41,64.59,Marketplace,Brejo do Cruz-PB,4
2024-04-17,Rede Viagem,123,59.4,63.6,Instagram,Fortaleza-CE,2
2024-04-17,Rede Luxo,219,107.05,111.95,Loja Física,Brejo do Cruz-PB,3
2024-04-17,Rede Infantil,73,32.54,40.46,Marketplace,Jardim de Piranhas-RN,1
2024-04-17,Rede Infantil,91,43.74,47.26,Marketplace,São Bento-PB,3
2024-04-17,Rede Infantil,74,37.94,36.06,Marketplace,Brejo do Cruz-PB,3
2024-04-17,Rede Viagem,123,61.03,61.97,Marketplace,São Bento-PB,3
2024-04-17,Rede Infantil,68,44.43,23.57,WhatsApp,São Bento-PB,1
2024-04-18,Rede Casal,158,64.22,93.78,Loja Física,Brejo do Cruz-PB,1
2024-04-18,Rede Infantil,69,34.18,34.82,Marketplace,São Bento-PB,2
2024-04-18,Rede Casal,157,83.17,73.83,Instagram,Fortaleza-CE,3
2024-04-18,Rede Viagem,111,67.2,43.8,Loja Física,Fortaleza-CE,1
2024-04-18,Rede Infantil,82,44.2,37.8,Site,Brejo do Cruz-PB,2
2024-04-18,Rede Luxo,235,120.21,114.79,Loja Física,São Bento-PB,2
2024-04-18,Rede Casal,147,70.91,76.09,Marketplace,Fortaleza-CE,3
2024-04-18,Rede Tradicional,88,58.21,29.79,Loja Física,Jardim de Piranhas-RN,2
2024-04-18,Rede Luxo,244,104.83,139.17,WhatsApp,Fortaleza-CE,4
2024-04-18,Rede Tradicional,114,51.77,62.23,Site,Jardim de Piranhas-RN,1
2024-04-18,Rede Infantil,78,32.96,45.04,Site,Fortaleza-CE,4
2024-04-18,Rede Luxo,224,131.16,92.84,Loja Física,Jardim de Piranhas-RN,4
2024-04-18,Rede Casal,155,87.21,67.79,Site,João Pessoa-PB,1
2024-04-18,Rede Luxo,215,132.27,82.73,Marketplace,Jardim de Piranhas-RN,1
2024-04-18,Rede Luxo,221,114.24,106.76,Site,João Pessoa-PB,2
2024-04-18,Rede Luxo,233,119.95,113.05,WhatsApp,Fortaleza-CE,4
2024-04-18,Rede Infantil,88,34.77,53.23,WhatsApp,Jardim de Piranhas-RN,1
2024-04-18,Rede Luxo,238,120.36,117.64,Loja Física,João Pessoa-PB,3
2024-04-18,Rede Casal,154,77.05,76.95,Marketplace,João Pessoa-PB,3
2024-04-19,Rede Casal,130,67.94,62.06,Instagram,Brejo do Cruz-PB,1
2024-04-19,Rede Viagem,114,70.01,43.99,Marketplace,João Pessoa-PB,4
2024-04-19,Rede Casal,139,65.32,73.68,Loja Física,São Bento-PB,3
2024-04-19,Rede Viagem,130,58.45,71.55,WhatsApp,Fortaleza-CE,3
2024-04-19,Rede Casal,152,70.48,81.52,Loja Física,Brejo do Cruz-PB,3
2024-04-19,Rede Luxo,214,130.45,83.55,WhatsApp,João Pessoa-PB,3
2024-04-19,Rede Tradicional,94,44.9,49.1,Instagram,Brejo do Cruz-PB,1
2024-04-19,Rede Casal,151,70.15,80.85,Site,São Bento-PB,2
2024-04-19,Rede Infantil,77,39.36,37.64,Loja Física,Jardim de Piranhas-RN,3
2024-04-19,Rede Infantil,69,39.11,29.89,WhatsApp,Brejo do Cruz-PB,1
2024-04-19,Rede Luxo,223,128.12,94.88,Marketplace,Brejo do Cruz-PB,2
2024-04-19,Rede Luxo,239,128.42,110.58,Marketplace,São Bento-PB,4
2024-04-19,Rede Infantil,88,37.66,50.34,Instagram,Fortaleza-CE,2
2024-04-19,Rede Luxo,219,116.38,102.62,Loja Física,Brejo do Cruz-PB,4
2024-04-19,Rede Casal,150,75.45,74.55,Instagram,João Pessoa-PB,2
2024-04-19,Rede Tradicional,85,40.51,44.49,Site,João Pessoa-PB,2
2024-04-20,Rede Casal,134,66.53,67.47,Marketplace,Fortaleza-CE,4
2024-04-20,Rede Casal,146,71.44,74.56,WhatsApp,Jardim de Piranhas-RN,1
2024-04-20,Rede Tradicional,112,50.77,61.23,Marketplace,Jardim de Piranhas-RN,3
2024-04-20,Rede Infantil,92,38.88,53.12,Loja Física,São Bento-PB,1
2024-04-20,Rede Tradicional,80,46.64,33.36,Loja Física,São Bento-PB,1
2024-04-20,Rede Tradicional,111,51.08,59.92,Instagram,São Bento-PB,3
2024-04-20,Rede Infantil,88,45.03,42.97,Loja Física,São Bento-PB,4
2024-04-20,Rede Infantil,76,40.88,35.12,WhatsApp,Brejo do Cruz-PB,2
2024-04-20,Rede Luxo,213,116.71,96.29,Site,Fortaleza-CE,3
2024-04-20,Rede Tradicional,95,45.25,49.75,WhatsApp,Jardim de Piranhas-RN,4
2024-04-20,Rede Casal,130,71.98,58.02,Loja Física,Brejo do Cruz-PB,1
2024-04-21,Rede Infantil,74,32.45,41.55,Instagram,Fortaleza-CE,1
2024-04-21,Rede Casal,160,68.3,91.7,Loja Física,João Pessoa-PB,1
2024-04-21,Rede Luxo,230,109.3,120.7,WhatsApp,João Pessoa-PB,4
2024-04-21,Rede Tradicional,110,43.07,66.93,WhatsApp,Brejo do Cruz-PB,2
2024-04-21,Rede Tradicional,90,45.32,44.68,Loja Física,Jardim de Piranhas-RN,3
2024-04-21,Rede Luxo,236,113.49,122.51,Loja Física,João Pessoa-PB,4
2024-04-21,Rede Viagem,125,51.17,73.83,Instagram,Fortaleza-CE,1
2024-04-21,Rede Viagem,125,53.84,71.16,Marketplace,Brejo do Cruz-PB,1
2024-04-21,Rede Infantil,61,38.22,22.78,Site,Jardim de Piranhas-RN,1
2024-04-21,Rede Viagem,110,53.66,56.34,Instagram,Fortaleza-CE,2
2024-04-21,Rede Infantil,67,32.89,34.11,Marketplace,Jardim de Piranhas-RN,1
2024-04-21,Rede Tradicional,103,49.99,53.01,WhatsApp,Jardim de Piranhas-RN,3
2024-04-21,Rede Tradicional,98,48.26,49.74,Marketplace,Jardim de Piranhas-RN,3
2024-04-21,Rede Casal,140,70.92,69.08,Instagram,São Bento-PB,2
2024-04-21,Rede Viagem,113,55.62,57.38,Instagram,João Pessoa-PB,1
2024-04-21,Rede Luxo,235,129.19,105.81,Loja Física,São Bento-PB,2
2024-04-22,Rede Infantil,82,38.07,43.93,Site,João Pessoa-PB,4
2024-04-22,Rede Luxo,212,141.71,70.29,Loja Física,São Bento-PB,3
2024-04-22,Rede Casal,133,75.51,57.49,WhatsApp,São Bento-PB,1
2024-04-22,Rede Luxo,230,129.27,100.73,Instagram,Brejo do Cruz-PB,3
2024-04-22,Rede Viagem,131,65.21,65.79,Site,Brejo do Cruz-PB,2
2024-04-22,Rede Infantil,63,38.88,24.12,WhatsApp,João Pessoa-PB,2
